"id","id_lat","id_lon","lat","lon"
705,-43.25,180.25,-43.125,180.375
705,-43.25,180.25,-43.375,180.375
705,-43.25,180.25,-43.375,180.125
706,-43.25,180.5,-43.125,180.375
706,-43.25,180.5,-43.125,180.625
706,-43.25,180.5,-43.375,180.625
706,-43.25,180.5,-43.375,180.375
707,-43.25,180.75,-43.125,180.625
707,-43.25,180.75,-43.125,180.875
707,-43.25,180.75,-43.375,180.875
707,-43.25,180.75,-43.375,180.625
708,-43.25,181,-43.125,180.875
708,-43.25,181,-43.125,181.125
708,-43.25,181,-43.375,181.125
708,-43.25,181,-43.375,180.875
709,-43.25,181.25,-43.125,181.125
709,-43.25,181.25,-43.125,181.375
709,-43.25,181.25,-43.375,181.375
709,-43.25,181.25,-43.375,181.125
710,-43.25,181.5,-43.125,181.375
710,-43.25,181.5,-43.125,181.625
710,-43.25,181.5,-43.375,181.625
710,-43.25,181.5,-43.375,181.375
711,-43.25,181.75,-43.125,181.625
711,-43.25,181.75,-43.125,181.875
711,-43.25,181.75,-43.375,181.875
711,-43.25,181.75,-43.375,181.625
713,-43.25,182.25,-43.125,182.125
713,-43.25,182.25,-43.125,182.375
713,-43.25,182.25,-43.375,182.375
713,-43.25,182.25,-43.375,182.125
718,-43.25,183.5,-43.125,183.375
718,-43.25,183.5,-43.125,183.625
718,-43.25,183.5,-43.375,183.625
718,-43.25,183.5,-43.375,183.375
719,-43.25,183.75,-43.125,183.625
719,-43.25,183.75,-43.125,183.875
719,-43.25,183.75,-43.375,183.875
719,-43.25,183.75,-43.375,183.625
720,-43.25,184,-43.125,183.875
720,-43.25,184,-43.125,184.125
720,-43.25,184,-43.375,184.125
720,-43.25,184,-43.375,183.875
721,-43.25,184.25,-43.125,184.125
721,-43.25,184.25,-43.125,184.375
721,-43.25,184.25,-43.375,184.375
721,-43.25,184.25,-43.375,184.125
739,-43,173.5,-42.875,173.375
739,-43,173.5,-42.875,173.625
739,-43,173.5,-43.125,173.625
739,-43,173.5,-43.125,173.375
740,-43,173.75,-42.875,173.625
740,-43,173.75,-42.875,173.875
740,-43,173.75,-43.125,173.875
740,-43,173.75,-43.125,173.625
741,-43,174,-42.875,173.875
741,-43,174,-42.875,174.125
741,-43,174,-43.125,174.125
741,-43,174,-43.125,173.875
742,-43,174.25,-42.875,174.125
742,-43,174.25,-42.875,174.375
742,-43,174.25,-43.125,174.375
742,-43,174.25,-43.125,174.125
743,-43,174.5,-42.875,174.375
743,-43,174.5,-42.875,174.625
743,-43,174.5,-43.125,174.625
743,-43,174.5,-43.125,174.375
744,-43,174.75,-42.875,174.625
744,-43,174.75,-42.875,174.875
744,-43,174.75,-43.125,174.875
744,-43,174.75,-43.125,174.625
745,-43,175,-42.875,174.875
745,-43,175,-42.875,175.125
745,-43,175,-43.125,175.125
745,-43,175,-43.125,174.875
746,-43,175.25,-42.875,175.125
746,-43,175.25,-42.875,175.375
746,-43,175.25,-43.125,175.375
746,-43,175.25,-43.125,175.125
747,-43,175.5,-42.875,175.375
747,-43,175.5,-42.875,175.625
747,-43,175.5,-43.125,175.625
747,-43,175.5,-43.125,175.375
748,-43,175.75,-42.875,175.625
748,-43,175.75,-42.875,175.875
748,-43,175.75,-43.125,175.875
748,-43,175.75,-43.125,175.625
749,-43,176,-42.875,175.875
749,-43,176,-42.875,176.125
749,-43,176,-43.125,176.125
749,-43,176,-43.125,175.875
750,-43,176.25,-42.875,176.125
750,-43,176.25,-42.875,176.375
750,-43,176.25,-43.125,176.375
750,-43,176.25,-43.125,176.125
751,-43,176.5,-42.875,176.375
